# Angular frequency =   2.00000000e+13 
 -1   1   9.242331e+08   0.000000e+00   0.000000e+00   8   2.150002e+04   0.000000e+00   0.000000e+00   2.607613e-01 
 -1   1   1.341028e+09   0.000000e+00   0.000000e+00   7   1.484464e+04   0.000000e+00   0.000000e+00   5.676273e-01 
 -1   1   2.318851e+09   0.000000e+00   0.000000e+00   5   8.204558e+03   0.000000e+00   0.000000e+00   1.326727e-05 
 -1   1   2.318826e+09   0.000000e+00   0.000000e+00   6   8.204592e+03   0.000000e+00   0.000000e+00   1.865505e-01 
 -1   1   3.409798e+09   0.000000e+00   0.000000e+00   2   6.387439e+03   0.000000e+00   0.000000e+00   5.803346e-07 
 -1   1   3.409922e+09   0.000000e+00   0.000000e+00   1   6.387701e+03   0.000000e+00   0.000000e+00   3.899867e-01 
 -1   1   3.249888e+09   0.000000e+00   0.000000e+00   4   5.290317e+03   0.000000e+00   0.000000e+00   1.931028e-05 
 -1   1   3.249926e+09   0.000000e+00   0.000000e+00   3   5.290410e+03   0.000000e+00   0.000000e+00   9.999611e-01 
  1  -1  -1.353160e+09   0.000000e+00   0.000000e+00   5  -1.470824e+04   0.000000e+00   0.000000e+00   5.676276e-01 
  1  -1  -9.508240e+08   0.000000e+00   0.000000e+00   6  -2.096355e+04   0.000000e+00   0.000000e+00   2.607610e-01 
  1  -1  -2.543539e+09   0.000000e+00   0.000000e+00   4  -4.072811e+03   0.000000e+00   0.000000e+00   3.899787e-01 
  1  -1  -2.543695e+09   0.000000e+00   0.000000e+00   3  -4.073313e+03   0.000000e+00   0.000000e+00   8.401283e-09 
  1  -1  -2.577604e+09   0.000000e+00   0.000000e+00   1  -1.068680e+04   0.000000e+00   0.000000e+00   1.865635e-01 
  1  -1  -2.577602e+09   0.000000e+00   0.000000e+00   2  -1.068682e+04   0.000000e+00   0.000000e+00   3.871324e-06 
