# Angular frequency =   1.20000000e+13 
  9.999830e-01  4.079833e-06  8.144749e-12  6.926770e-08  4.600607e-08  4.657004e-11  1.104398e-06  1.275201e-06  1.858273e-11  8.086644e-08  1.610864e-11  3.149250e-10
  4.079833e-06  9.999836e-01  2.414073e-11  2.719386e-10  7.070491e-10  7.502575e-10  1.068856e-06  9.148217e-07  2.404093e-10  1.303940e-09  4.178090e-11  1.592921e-10
  6.926771e-08  2.719382e-10  1.073360e-09  1.529289e-01  2.256206e-05  3.202893e-11  9.751867e-09  2.768989e-07  3.377263e-01  5.093160e-01  3.621341e-10  3.122004e-09
  4.600607e-08  7.070478e-10  3.770514e-09  2.256206e-05  1.529252e-01  1.646633e-09  7.506345e-08  1.442164e-08  5.093084e-01  3.377377e-01  9.181271e-10  3.568848e-09
  8.144753e-12  2.414076e-11  1.737276e-01  1.073359e-09  3.770511e-09  1.562997e-09  2.646711e-11  1.002712e-10  1.635410e-09  8.273960e-11  8.262693e-01  2.478066e-10
  4.657109e-11  7.502613e-10  1.562997e-09  3.202901e-11  1.646633e-09  5.886109e-01  4.454882e-09  1.265707e-08  4.614241e-09  1.346051e-10  8.115077e-11  4.113848e-01
  1.275203e-06  9.148206e-07  1.002711e-10  2.769026e-07  1.442171e-08  1.265152e-08  1.253617e-05  9.999208e-01  6.662956e-08  2.060551e-07  6.222845e-11  6.319523e-08
  1.104396e-06  1.068858e-06  2.646724e-11  9.751964e-09  7.506418e-08  4.456430e-09  9.999212e-01  1.253617e-05  1.542090e-08  6.687463e-08  5.557821e-11  2.391390e-08
  3.149238e-10  1.592942e-10  2.478067e-10  3.122006e-09  3.568846e-09  4.113848e-01  2.391435e-08  6.319763e-08  7.012021e-09  1.113516e-09  1.584686e-09  5.886110e-01
  1.610861e-11  4.178093e-11  8.262693e-01  3.621337e-10  9.181266e-10  8.115075e-11  5.557820e-11  6.222847e-11  2.482133e-09  2.647363e-11  1.737274e-01  1.584686e-09
  8.086643e-08  1.303941e-09  8.273969e-11  5.093161e-01  3.377376e-01  1.346046e-10  6.687419e-08  2.060529e-07  8.316187e-05  1.528658e-01  2.647353e-11  1.113518e-09
  1.858205e-11  2.404096e-10  1.635410e-09  3.377261e-01  5.093085e-01  4.614241e-09  1.542082e-08  6.662912e-08  1.528674e-01  8.316186e-05  2.482133e-09  7.012019e-09
