# Angular frequency =   8.00000000e+12 
 -1.065112e-05 -3.782147e-01 -4.263929e-07 -4.165390e-06  4.089643e-05  3.033283e-05 -3.122097e-01 -9.266874e-06  7.158092e-05  1.037367e-07 -5.818818e-05 -3.413476e-02 -2.147916e-06  3.055068e-06  1.421148e-05  5.375394e-05 -8.708108e-01 -2.254205e-05  2.139103e-05 -1.655694e-05
  3.861860e-01  1.390958e-05 -2.164044e-05  2.693030e-05 -5.047927e-05 -7.851229e-05 -1.195052e-05  5.296773e-01 -4.327532e-05 -7.708428e-06 -6.675420e-01  5.749639e-05  6.898647e-06 -1.854009e-05 -3.008781e-05 -2.773768e-05  2.108593e-05  3.531108e-01  1.128370e-04 -3.226782e-06
 -1.838958e-05  1.183469e-06 -9.273582e-01 -8.054307e-04 -1.542272e-04  1.395949e-04  2.799988e-06  4.587964e-06 -7.939426e-07 -1.429692e-04  1.333135e-05  1.842485e-06 -3.741584e-01  2.012632e-03  1.223998e-05  3.177065e-05 -2.026336e-07 -1.091601e-05  5.328139e-06 -9.117363e-06
 -2.919316e-05 -4.394922e-06  1.607266e-03  6.686924e-01 -7.488022e-05  5.449631e-05  6.816059e-06  3.836415e-05  3.226898e-05 -2.842526e-05  1.472196e-05  2.714506e-06 -1.454684e-03  7.435309e-01 -1.824733e-05 -1.486880e-05 -1.228394e-06 -9.613151e-06 -1.727248e-05 -8.305003e-05
  4.593949e-05  3.963820e-05  1.439427e-04 -7.488022e-05 -3.828576e-01  1.973134e-03  1.907176e-05 -5.362526e-05  6.086857e-01 -6.701658e-01  3.664692e-05  1.741548e-05  5.671311e-05 -1.824735e-05 -4.670863e-02 -4.223945e-03  1.018978e-05  4.469617e-05  1.763499e-01  2.219776e-02
  7.403252e-05  2.596663e-05 -1.114739e-04  5.449632e-05  1.973133e-03 -2.813991e-01 -2.801676e-06 -5.145788e-05  5.888941e-01  6.230880e-01  3.811487e-05  5.599378e-05 -8.983142e-05 -1.486880e-05 -4.223946e-03 -2.637707e-01  1.562849e-05 -3.074135e-05  3.206388e-01  1.156266e-01
 -5.148295e-01 -9.615326e-06 -8.134740e-06  3.727860e-05 -4.914199e-05 -5.414276e-05  4.335300e-05 -4.922780e-01 -3.571497e-05  3.345313e-05 -3.744272e-01 -2.239565e-05  8.604193e-06 -1.321011e-05  4.958306e-05 -2.571972e-05  1.069176e-05  5.936450e-01  6.565426e-05  2.357223e-05
 -1.211246e-05  3.541642e-01  2.717147e-06 -6.603183e-06 -2.021758e-05  7.814442e-07  2.570876e-01 -4.368321e-05 -6.078708e-05 -9.042600e-06  2.099333e-05  8.546076e-01  7.057617e-07  2.089401e-06 -7.668902e-06 -1.585838e-05 -2.794949e-01 -9.250593e-06 -4.726515e-05  5.782467e-06
 -7.200483e-06 -1.418722e-06 -1.244512e-04  2.842534e-05  6.701657e-01 -6.230881e-01 -9.707421e-06 -3.106537e-05 -1.069136e-03 -3.700368e-01 -4.240979e-06  1.649633e-05 -7.095930e-05  8.304999e-05 -2.219881e-02 -1.156263e-01  4.579404e-06 -2.664024e-05  3.787630e-02  1.020617e-01
 -5.815794e-05 -6.965531e-05 -3.052487e-06 -3.226903e-05 -6.086857e-01 -5.888937e-01 -5.424824e-05  4.178390e-05 -3.636918e-01 -1.069121e-03  1.059367e-04 -2.701005e-05  4.438583e-06  1.727244e-05 -1.763499e-01 -3.206394e-01 -5.464607e-05 -6.196893e-05 -1.227946e-01  3.787630e-02
