  2.0000e+12   4   9.3385e+07   0.0000e+00   0.0000e+00   2.0712e+04   1.000000e+00   1.187248e-01   2.0712e+04   0.0000e+00   0.0000e+00 
  2.0000e+12   3   1.3359e+08   0.0000e+00   0.0000e+00   1.4655e+04   9.999999e-01   6.031236e-01   1.4655e+04   0.0000e+00   0.0000e+00 
  2.0000e+12   1   6.6035e+08   0.0000e+00   0.0000e+00   5.7186e+03   9.999998e-01   1.162463e-01   5.7186e+03   0.0000e+00   0.0000e+00 
  2.0000e+12   2   6.6035e+08   0.0000e+00   0.0000e+00   5.7185e+03   9.999998e-01   1.162437e-01   5.7185e+03   0.0000e+00   0.0000e+00 
  4.0000e+12   4   1.8914e+08   0.0000e+00   0.0000e+00   2.0972e+04   9.999999e-01   1.254194e-01   2.0972e+04   0.0000e+00   0.0000e+00 
  4.0000e+12   3   2.6934e+08   0.0000e+00   0.0000e+00   1.4770e+04   9.999999e-01   5.990281e-01   1.4770e+04   0.0000e+00   0.0000e+00 
  4.0000e+12   1   9.5871e+08   0.0000e+00   0.0000e+00   7.5934e+03   9.999998e-01   1.343193e-01   7.5934e+03   0.0000e+00   0.0000e+00 
  4.0000e+12   2   9.5871e+08   0.0000e+00   0.0000e+00   7.5934e+03   9.999998e-01   1.343095e-01   7.5934e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   4   2.8439e+08   0.0000e+00   0.0000e+00   2.1015e+04   9.999999e-01   1.334719e-01   2.1015e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   3   4.0466e+08   0.0000e+00   0.0000e+00   1.4786e+04   9.999998e-01   5.969960e-01   1.4786e+04   0.0000e+00   0.0000e+00 
  6.0000e+12   1   1.2030e+09   0.0000e+00   0.0000e+00   8.7273e+03   9.999997e-01   1.439236e-01   8.7273e+03   0.0000e+00   0.0000e+00 
  6.0000e+12   2   1.2030e+09   0.0000e+00   0.0000e+00   8.7273e+03   9.999997e-01   1.439152e-01   8.7273e+03   0.0000e+00   0.0000e+00 
  8.0000e+12   4   3.7953e+08   0.0000e+00   0.0000e+00   2.1026e+04   9.999998e-01   1.442114e-01   2.1026e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   3   5.3991e+08   0.0000e+00   0.0000e+00   1.4787e+04   9.999998e-01   5.947521e-01   1.4787e+04   0.0000e+00   0.0000e+00 
  8.0000e+12   1   1.4222e+09   0.0000e+00   0.0000e+00   9.4789e+03   9.999996e-01   1.487860e-01   9.4789e+03   0.0000e+00   0.0000e+00 
  8.0000e+12   2   1.4222e+09   0.0000e+00   0.0000e+00   9.4789e+03   9.999996e-01   1.487796e-01   9.4789e+03   0.0000e+00   0.0000e+00 
  1.0000e+13   4   4.7465e+08   0.0000e+00   0.0000e+00   2.1025e+04   9.999998e-01   1.576697e-01   2.1025e+04   0.0000e+00   0.0000e+00 
  1.0000e+13   3   6.7519e+08   0.0000e+00   0.0000e+00   1.4781e+04   9.999997e-01   5.919916e-01   1.4781e+04   0.0000e+00   0.0000e+00 
  1.0000e+13   2   1.6274e+09   0.0000e+00   0.0000e+00   9.9894e+03   9.999996e-01   1.511941e-01   9.9894e+03   0.0000e+00   0.0000e+00 
  1.0000e+13   1   1.6274e+09   0.0000e+00   0.0000e+00   9.9894e+03   9.999996e-01   1.511905e-01   9.9894e+03   0.0000e+00   0.0000e+00 
