# Angular frequency =   6.00000000e+12 
  5.752998e-09  1.334720e-01  1.394506e-11  3.882344e-10  5.050353e-09  5.038868e-09  8.665264e-01  1.033462e-09  1.100862e-08  3.196164e-10
  5.969959e-01  5.752999e-09  1.707009e-08  3.530005e-09  1.283721e-08  1.268784e-08  1.492092e-09  4.030019e-01  2.897401e-08  4.588975e-10
  1.707020e-08  1.394504e-11  9.999864e-01  4.466458e-06  5.175767e-07  4.831420e-07  9.052799e-12  2.188215e-09  1.465853e-10  5.610934e-07
  3.530080e-09  3.882340e-10  4.466458e-06  9.999879e-01  2.680125e-08  4.746032e-09  1.979858e-10  5.786975e-09  4.667182e-09  2.601597e-08
  1.283721e-08  5.050358e-09  5.175769e-07  2.680126e-08  1.439011e-01  1.937428e-05  2.036159e-09  5.250233e-09  4.191475e-01  4.369282e-01
  1.268783e-08  5.038872e-09  4.831423e-07  4.746033e-09  1.937428e-05  1.438986e-01  6.391278e-10  3.375187e-09  4.369195e-01  4.191588e-01
  4.030019e-01  1.033462e-09  2.188190e-09  5.786888e-09  5.250231e-09  3.375186e-09  2.185452e-09  5.969960e-01  8.572317e-09  9.047925e-10
  1.492091e-09  8.665264e-01  9.052825e-12  1.979859e-10  2.036156e-09  6.391266e-10  1.334719e-01  2.185452e-09  9.409323e-09  1.433645e-10
  4.588975e-10  3.196160e-10  5.610934e-07  2.601597e-08  4.369281e-01  4.191589e-01  1.433644e-10  9.047925e-10  1.931214e-04  1.437221e-01
  2.897401e-08  1.100862e-08  1.465840e-10  4.667185e-09  4.191475e-01  4.369194e-01  9.409323e-09  8.572316e-09  1.437305e-01  1.931214e-04
