# Angular frequency =   2.00000000e+13 
  3.881432e-10  2.607613e-01  6.642673e-13  4.136899e-12  3.259619e-11  1.603331e-10  4.271613e-11  1.360608e-10  7.392334e-01  2.981605e-11  8.098281e-12  2.903272e-12  1.358057e-10  4.305670e-11
  5.676273e-01  3.881431e-10  3.198199e-10  8.349657e-10  3.778496e-09  8.901572e-09  1.317188e-09  1.268876e-10  6.056278e-11  4.323656e-01  9.897562e-11  7.638510e-10  1.687979e-09  1.364582e-10
  1.317189e-09  4.271637e-11  4.724283e-08  7.807289e-10  3.430404e-09  8.454019e-09  1.865646e-01  1.326727e-05  1.089577e-11  1.502611e-10  1.421453e-08  1.159615e-09  7.021756e-02  7.431928e-01
  1.268870e-10  1.360605e-10  4.206526e-09  2.021773e-09  2.785948e-09  4.936139e-09  1.326727e-05  1.865505e-01  6.160361e-11  2.504120e-09  1.440330e-09  4.729195e-10  7.431888e-01  7.023577e-02
  3.198194e-10  6.642700e-13  3.899533e-01  5.803346e-07  2.340764e-08  2.114511e-08  4.724286e-08  4.206502e-09  5.525228e-12  1.881470e-10  5.477085e-01  6.231699e-02  3.068656e-11  3.103313e-08
  8.349675e-10  4.136907e-12  5.803346e-07  3.899867e-01  2.610254e-08  1.788514e-08  7.807280e-10  2.021781e-09  1.295082e-11  2.213774e-10  6.231268e-02  5.476805e-01  2.005162e-11  2.305320e-10
  3.778457e-09  3.259668e-11  2.340749e-08  2.610268e-08  9.999611e-01  1.931028e-05  3.430372e-09  2.785976e-09  2.113832e-11  8.693817e-10  4.017053e-09  1.376453e-08  5.962759e-10  2.192117e-09
  8.901611e-09  1.603326e-10  2.114527e-08  1.788500e-08  1.931027e-05  9.999611e-01  8.454086e-09  4.936131e-09  8.624483e-11  2.098975e-09  1.359665e-08  3.420376e-09  3.359886e-09  4.068258e-09
  4.323656e-01  2.981605e-11  1.881465e-10  2.213765e-10  8.693909e-10  2.098966e-09  1.502623e-10  2.504119e-09  5.238178e-10  5.676276e-01  3.993691e-11  1.866354e-10  3.727095e-09  1.554088e-09
  6.056276e-11  7.392334e-01  5.525239e-12  1.295077e-11  2.113803e-11  8.624509e-11  1.089588e-11  6.160281e-11  2.607610e-01  5.238178e-10  1.164191e-11  2.321856e-12  9.549579e-11  1.016686e-11
  7.638517e-10  2.903245e-12  6.231651e-02  5.476810e-01  1.376447e-08  3.420442e-09  1.159656e-09  4.728916e-10  2.321884e-12  1.866351e-10  8.442840e-09  3.899787e-01  1.707371e-09  8.841091e-11
  9.897772e-11  8.098266e-12  5.477090e-01  6.231220e-02  4.017122e-09  1.359659e-08  1.421444e-08  1.440325e-09  1.164191e-11  3.993778e-11  3.899591e-01  8.401283e-09  2.814148e-10  1.496884e-08
  1.364603e-10  4.305628e-11  3.103317e-08  2.305763e-10  2.192131e-09  4.068173e-09  7.431931e-01  7.023553e-02  1.016661e-11  1.554086e-09  1.496884e-08  8.841779e-11  3.871342e-06  1.865635e-01
  1.687977e-09  1.358061e-10  3.067490e-11  2.005532e-11  5.962593e-10  3.359913e-09  7.021732e-02  7.431891e-01  9.549603e-11  3.727096e-09  2.814220e-10  1.707373e-09  1.865724e-01  3.871324e-06
