# Angular frequency =   1.80000000e+13 
  1.969664e-06  1.758747e-01 -4.407199e-07  3.987067e-06  5.916573e-06  1.247432e-05  5.865272e-06  7.853451e-06 -3.263561e-01 -1.694102e-06  6.963706e-06 -3.289412e-06  5.077635e-08  4.241657e-06  2.288913e-05  4.527197e-01  1.331892e-06  1.771235e-07  1.483795e-07  1.507614e-06 -3.792599e-08 -2.569290e-05  8.109253e-01  7.195941e-07  3.131176e-06 -5.496194e-07  1.433566e-05  5.589393e-06
 -2.834063e-01 -4.839943e-06 -6.272678e-06 -6.380571e-07  1.164854e-05 -1.984816e-05  1.101532e-05 -1.263273e-05  5.748075e-06  1.868706e-05 -5.642550e-01 -1.568136e-05 -1.078481e-05 -3.246205e-06  7.027064e-01 -2.245812e-05  1.375915e-05 -2.379687e-05 -9.093084e-05  1.261541e-04 -1.121867e-06 -6.947733e-06  2.866480e-06  3.182924e-05 -3.278634e-01 -5.665742e-06 -4.154113e-05  9.765985e-06
  2.470745e-06 -5.446883e-07  1.392969e-02  4.755885e-04 -2.945073e-04  3.103219e-04  1.494922e-04 -7.826367e-05 -2.674512e-06 -1.452328e-01 -1.607610e-05  4.560172e-01 -1.406633e-06 -1.447022e-04  1.491831e-05 -1.292860e-06 -5.307509e-01 -5.887525e-04  5.655570e-05 -6.048816e-05  8.337778e-05 -1.594538e-05  2.822683e-06 -2.116803e-01 -2.720270e-05  6.665053e-01 -2.492475e-06  1.742718e-04
 -6.556665e-06  3.891455e-06 -7.568293e-04  4.061595e-01 -2.887467e-04 -2.775765e-04 -6.261441e-06 -4.617285e-06  3.428819e-06 -4.554946e-01 -3.149037e-05 -1.445123e-01 -9.657179e-06 -2.689709e-06  2.288468e-05  8.858049e-07 -4.833704e-06  3.419043e-01  6.082141e-05  5.063744e-05 -3.486876e-05  5.861410e-05 -3.112945e-06 -6.668845e-01  3.200771e-06 -2.121683e-01  8.773591e-06  3.154978e-05
 -4.733666e-05  1.076469e-05 -3.132246e-04 -1.471743e-04  5.003906e-03  2.722502e-01  2.983693e-06  5.448179e-05  7.552732e-06  7.504741e-05  5.057478e-05  1.786159e-04  1.069123e-05  1.169792e-04 -1.186087e-04 -6.480970e-06  4.299675e-05  2.407337e-04 -1.415082e-03  9.622025e-01  1.489591e-04  2.206802e-05 -1.685230e-06 -5.993346e-05  5.397629e-05 -1.208705e-04 -6.682593e-05  2.316005e-06
  3.640376e-05  4.757327e-06  2.972156e-04 -1.470266e-04  2.724268e-01  5.003600e-03 -5.054744e-07  5.222545e-05  3.481163e-06  1.757610e-04 -3.659923e-05 -8.952976e-05  2.079600e-05 -6.639625e-05  8.413612e-05 -3.520739e-06 -3.995147e-05  2.558456e-04  9.621525e-01 -1.416162e-03 -7.200541e-05  6.180202e-05  9.825479e-08 -1.116811e-04 -4.619277e-05  6.266978e-05 -2.743188e-05 -2.903246e-05
 -1.084194e-05  5.777922e-06 -2.800009e-05 -6.261505e-06  5.335848e-05 -1.090948e-04  1.274427e-01  4.201098e-03 -4.160270e-06 -2.938970e-05 -1.022354e-05  6.251578e-05 -2.804934e-01  1.007432e-01 -2.246858e-06  1.009410e-06 -1.688661e-04 -3.486877e-05 -4.835160e-05  1.014692e-04 -3.928895e-01  6.024322e-05 -3.878673e-06 -4.670342e-05 -2.124655e-05  6.012975e-05  2.579373e-01 -8.209819e-01
  9.954561e-06  1.231252e-05  3.632196e-05 -4.617255e-06 -1.129049e-05  1.984175e-05  4.201098e-03 -1.137715e-01 -3.415730e-06 -2.426029e-06  8.005982e-06 -4.311917e-05 -4.182166e-01  6.637714e-02  1.042897e-05 -2.387895e-05  7.113490e-05  5.861408e-05  8.012185e-05  5.533126e-05  6.023890e-05 -3.970326e-01 -1.774596e-05  3.961151e-05 -5.322974e-05 -8.254201e-06  7.136213e-01  3.752695e-01
  8.236317e-06  1.795311e-06  7.497536e-02  4.554951e-01 -2.003859e-04 -9.469436e-05  2.938970e-05  2.426026e-06  1.531723e-06  1.704886e-01  3.016917e-05  3.477309e-05 -8.049311e-06 -6.325045e-05  3.597874e-05 -4.057105e-07 -2.455195e-01  6.668841e-01 -5.665805e-05 -1.603396e-05  4.670336e-05 -3.961155e-05 -1.575762e-06  5.027854e-01  1.558612e-05 -8.713596e-06 -4.926971e-05 -5.682709e-05
  1.663571e-05 -3.239391e-06 -2.288707e-01 -2.376427e-01 -1.025030e-04  2.034444e-04  8.532405e-05 -4.050664e-05  2.676838e-06 -2.417914e-05  2.328090e-06 -4.205086e-01  1.015082e-05 -2.633998e-05  1.124912e-06  7.928692e-07 -7.744671e-01 -9.708335e-02  3.789697e-05 -7.158014e-05  1.560824e-05  1.692939e-05  1.745997e-06  2.646634e-05 -1.092239e-05 -3.241422e-01  1.366412e-05  1.203945e-04
  5.319957e-01  7.069235e-06 -4.704830e-06 -3.008740e-05 -2.529177e-06  9.276784e-06 -1.451177e-05 -3.507789e-06 -1.473232e-05 -3.279546e-05  5.224034e-01  6.125315e-06  5.847985e-05  6.781788e-07  3.779666e-01  2.885031e-06  3.124557e-05  9.830301e-06 -5.888017e-05  7.338389e-05 -1.858352e-05 -5.371401e-05 -2.340129e-05 -8.807348e-06 -5.488263e-01 -9.337932e-06 -4.181612e-05 -2.677128e-05
  5.699196e-06  2.356543e-01 -3.808116e-06 -2.399176e-06 -2.911592e-06 -7.313301e-06  5.093332e-06  8.332690e-06 -4.154009e-01  1.018969e-06  1.643490e-05 -2.051258e-06 -4.833748e-06 -1.004849e-06  2.962466e-06 -8.417691e-01  7.866407e-07  3.961212e-06 -1.910712e-06 -2.529696e-06  2.531784e-06  1.603593e-05  2.516522e-01 -1.947020e-06  2.223861e-05 -2.450779e-06 -1.879070e-05 -3.213838e-06
