# Angular frequency =   1.40000000e+13 
  1.922259e-01  1.071066e-09  1.373111e-11  2.259283e-11  5.072978e-11  3.473397e-11  6.205520e-10  2.945983e-09  8.077704e-01  1.613553e-10  8.342277e-10  6.977234e-11
  1.071066e-09  5.845445e-01  1.240154e-10  1.840534e-10  1.713420e-09  4.325025e-11  1.592478e-10  6.069082e-10  3.109687e-11  4.154505e-01  2.967219e-09  1.222060e-10
  1.373111e-11  1.240145e-10  9.999822e-01  3.415533e-06  2.215063e-09  1.529880e-11  4.143205e-08  2.180733e-08  2.671377e-11  2.487377e-10  1.661833e-11  8.524427e-08
  2.259281e-11  1.840515e-10  3.415533e-06  9.999823e-01  1.840196e-09  6.009170e-10  9.200261e-10  5.308197e-10  3.366515e-11  2.233682e-10  6.150644e-11  2.561798e-09
  3.473403e-11  4.325039e-11  1.529937e-11  6.009164e-10  3.493861e-05  9.999404e-01  5.086267e-07  1.238396e-08  4.211331e-11  2.903341e-10  1.529121e-07  6.431502e-07
  5.072977e-11  1.713419e-09  2.215059e-09  1.840192e-09  9.999414e-01  3.493861e-05  4.000345e-08  8.329022e-08  5.066436e-11  5.577109e-10  1.193938e-08  1.362400e-07
  6.205531e-10  1.592476e-10  4.143206e-08  9.200263e-10  4.000461e-08  5.086425e-07  1.556761e-01  2.222075e-05  3.030411e-10  2.132125e-09  2.901256e-01  5.541684e-01
  2.945985e-09  6.069082e-10  2.180734e-08  5.308192e-10  8.329335e-08  1.238420e-08  2.222075e-05  1.556626e-01  9.534299e-10  3.420646e-09  5.541651e-01  2.901430e-01
  1.613554e-10  4.154505e-01  2.487375e-10  2.233694e-10  5.577111e-10  2.903339e-10  2.132127e-09  3.420643e-09  1.321784e-09  5.845447e-01  7.129732e-09  6.622033e-10
  8.077704e-01  3.109685e-11  2.671376e-11  3.366515e-11  5.066445e-11  4.211326e-11  3.030411e-10  9.534285e-10  1.922257e-01  1.321784e-09  1.500675e-09  1.903487e-11
  6.974007e-11  1.221439e-10  8.524417e-08  2.561817e-09  1.362352e-07  6.431669e-07  5.541959e-01  2.901154e-01  1.902862e-11  6.619120e-10  2.548503e-05  1.556654e-01
  8.342604e-10  2.967281e-09  1.672785e-11  6.148786e-11  1.194332e-08  1.528879e-07  2.900981e-01  5.541926e-01  1.500681e-09  7.130023e-09  1.556669e-01  2.548455e-05
