# Angular frequency =   6.00000000e+12 
  2.124597e-05 -3.310120e-01  9.211396e-07 -4.424798e-06  6.805366e-05  3.792046e-05  9.718660e-02  1.175176e-05  3.088243e-05  1.226376e-05 -7.281213e-05 -1.546060e-01 -3.618918e-06 -1.920041e-05  2.047077e-05  6.000756e-05 -9.257868e-01 -2.992253e-05  1.002741e-04 -1.300833e-05
  7.141875e-01 -2.041111e-05 -5.960478e-05  4.797375e-05 -3.908906e-05 -4.693776e-05 -3.588705e-05  2.138514e-01 -1.660179e-04  9.315264e-06 -2.948425e-01  7.305057e-05 -1.162642e-04  3.505031e-05 -1.063450e-04 -1.023947e-04  1.429024e-05  5.977202e-01  3.757752e-05 -1.929050e-05
 -8.521287e-05 -3.846853e-09  6.891641e-01 -1.535152e-03 -1.834392e-04  5.958349e-07 -8.821805e-07  3.460513e-05 -1.171156e-05  2.178495e-04 -9.904023e-05  3.734304e-06 -7.245959e-01 -1.452503e-03 -6.956484e-04  6.950839e-04  2.876553e-06 -3.147538e-05 -3.069961e-06 -7.166833e-04
 -4.415966e-05 -2.672461e-06  9.654032e-04 -8.906868e-01 -1.274556e-05  5.763139e-05  1.406099e-05  4.211094e-05 -2.530601e-05  1.518262e-04 -3.974927e-05 -1.952158e-05  1.880014e-03  4.546041e-01 -1.632140e-04  3.774459e-05  5.238123e-07  6.335332e-05  6.345698e-05 -5.444987e-05
  2.806914e-05  6.592653e-05 -5.808996e-05 -1.274551e-05 -1.560204e-01  4.342926e-03  3.186128e-05 -7.022299e-05  2.065076e-01 -3.933576e-01  1.097695e-04  2.653394e-05  7.170791e-04 -1.632140e-04 -3.457727e-01 -7.164306e-04  3.195337e-05 -1.785957e-05  6.135977e-01 -5.312231e-01
  3.627894e-05  3.234540e-05  2.303605e-04  5.763139e-05  4.342926e-03  3.723769e-02  6.375383e-06 -7.555857e-06  6.627928e-02  2.599514e-01  1.066380e-04  6.318740e-05 -6.558020e-04  3.774461e-05 -7.164303e-04 -3.775075e-01  2.446390e-05 -5.760292e-05  6.576675e-01  5.929453e-01
 -1.954185e-01  1.232491e-05 -4.169239e-05  4.651161e-05 -7.131583e-05 -1.163563e-05  3.480347e-05 -7.456884e-01 -6.680878e-05  6.143341e-06 -6.039980e-01 -2.969105e-05  2.121166e-05  6.019600e-05 -1.281734e-05 -5.691922e-05  3.121171e-05  2.023483e-01  6.410073e-05  2.944574e-05
 -3.597040e-05 -9.202862e-02 -1.547486e-06 -1.404644e-05 -3.477784e-05 -8.691334e-06  3.554372e-01 -3.556668e-05  3.182680e-05 -1.054100e-05  1.407909e-05  9.263138e-01  2.580332e-06  8.266251e-07 -2.875166e-05 -2.373999e-05 -8.447668e-02 -3.033914e-05 -9.163175e-05 -5.679072e-06
  1.122911e-05 -1.338858e-05  4.435740e-04 -1.518262e-04  3.933577e-01 -2.599515e-01 -9.947989e-06 -4.032450e-06 -1.166080e-02 -2.910781e-01 -1.824293e-05  1.184744e-05 -6.036022e-04  5.444989e-05  5.312230e-01 -5.929453e-01 -6.663473e-06 -2.980825e-05  7.559578e-03 -2.428901e-01
 -1.689791e-04 -2.169909e-05 -1.002644e-05  2.530603e-05 -2.065077e-01 -6.627924e-02  4.046486e-05  7.120073e-05 -1.028335e-01 -1.166077e-02  2.049568e-05 -1.026536e-04 -6.786340e-06 -6.345699e-05 -6.135977e-01 -6.576674e-01 -8.815848e-05 -5.918422e-05 -3.649051e-01  7.559616e-03
