# Angular frequency =   4.00000000e+12 : (lead, v_x sign, k_x, k_y, k_z, band index, v_x, v_y, v_z ) 
 -1   1   1.833265e+08   0.000000e+00   0.000000e+00   4   2.154254e+04   0.000000e+00   0.000000e+00 
 -1   1   2.678148e+08   0.000000e+00   0.000000e+00   3   1.495713e+04   0.000000e+00   0.000000e+00 
 -1   1   7.071642e+08   0.000000e+00   0.000000e+00   1   9.502937e+03   0.000000e+00   0.000000e+00 
 -1   1   7.070079e+08   0.000000e+00   0.000000e+00   2   9.498321e+03   0.000000e+00   0.000000e+00 
  1  -1  -2.693441e+08   0.000000e+00   0.000000e+00   3  -1.476990e+04   0.000000e+00   0.000000e+00 
  1  -1  -1.891446e+08   0.000000e+00   0.000000e+00   4  -2.097167e+04   0.000000e+00   0.000000e+00 
  1  -1  -9.587097e+08   0.000000e+00   0.000000e+00   2  -7.593391e+03   0.000000e+00   0.000000e+00 
  1  -1  -9.587112e+08   0.000000e+00   0.000000e+00   1  -7.593417e+03   0.000000e+00   0.000000e+00 
 -1  -1  -2.678148e+08   0.000000e+00   0.000000e+00   3  -1.495713e+04   0.000000e+00   0.000000e+00 
 -1  -1  -1.833265e+08   0.000000e+00   0.000000e+00   4  -2.154254e+04   0.000000e+00   0.000000e+00 
 -1  -1  -7.071642e+08   0.000000e+00   0.000000e+00   1  -9.502937e+03   0.000000e+00   0.000000e+00 
 -1  -1  -7.070079e+08   0.000000e+00   0.000000e+00   2  -9.498321e+03   0.000000e+00   0.000000e+00 
  1   1   1.891446e+08   0.000000e+00   0.000000e+00   4   2.097167e+04   0.000000e+00   0.000000e+00 
  1   1   2.693441e+08   0.000000e+00   0.000000e+00   3   1.476990e+04   0.000000e+00   0.000000e+00 
  1   1   9.587112e+08   0.000000e+00   0.000000e+00   1   7.593417e+03   0.000000e+00   0.000000e+00 
  1   1   9.587097e+08   0.000000e+00   0.000000e+00   2   7.593391e+03   0.000000e+00   0.000000e+00 
