# Angular frequency =   1.60000000e+13 
  1.367849e-02 -1.289762e-05 -3.068688e-06 -1.676297e-06  3.104651e-06  4.601642e-06  1.347321e-05  2.792898e-05 -1.744978e-05 -1.167344e-07 -6.277388e-01  4.351388e-06  4.613144e-01  2.401536e-05 -3.588624e-06  6.953019e-06  4.510431e-07  5.391964e-06 -4.390774e-06 -3.148450e-05  1.013850e-05  7.635075e-06  6.268506e-01  9.046417e-06
  1.218899e-05 -6.572242e-01 -1.226997e-07  1.942016e-05  5.020377e-05 -8.513886e-05 -5.176625e-06  6.598180e-06  2.067128e-05 -9.900205e-06  3.741014e-06 -2.538524e-01 -2.438267e-05  3.844338e-01 -6.754291e-06 -2.882838e-07 -2.037305e-05  1.774317e-05 -4.757949e-06 -1.397512e-05 -4.189150e-05 -3.441337e-06  3.544774e-06 -5.965068e-01
  4.517395e-06 -3.570824e-06 -6.118745e-01 -1.453176e-03 -8.576325e-05  1.075990e-04  4.430934e-05 -2.308145e-05  3.986730e-07  1.295542e-05 -5.528406e-06 -4.425214e-06  1.374123e-06 -5.734565e-06  7.909263e-01  2.295157e-04  3.669991e-05 -4.604327e-05  1.563318e-06  5.915683e-06 -2.298342e-06  4.882750e-05 -5.119701e-06 -6.785367e-06
 -3.297031e-06 -1.878455e-05  1.167761e-03 -1.518127e-01 -7.424366e-05 -7.998808e-05 -2.711689e-06  1.217400e-05  2.138961e-05  6.175362e-05  4.580351e-07  1.714377e-05  6.346968e-06 -4.935990e-06  8.948375e-04 -9.883865e-01  3.240841e-05  3.465055e-05  7.093381e-05 -5.914330e-05 -2.451520e-05 -1.114777e-04  6.427859e-06  5.751031e-06
  6.538874e-06  6.954456e-05 -1.116636e-04 -3.804084e-05 -1.145204e-03 -9.804283e-01 -2.491863e-04  1.894801e-05  7.698451e-05  1.154998e-05 -2.240397e-06 -5.113230e-05  2.737068e-06 -5.222064e-05  3.505385e-05  7.843249e-05  5.705217e-03 -1.967406e-01 -3.179252e-05  3.422349e-05 -3.869555e-05  2.180340e-04  4.498442e-06  4.527953e-05
  2.974407e-06 -3.680041e-05  8.900368e-05 -3.514984e-05 -9.804773e-01 -1.144256e-03  1.043416e-04 -1.120717e-04  3.724829e-05  2.970758e-05 -4.028666e-06  5.666885e-05 -9.975890e-07  3.976449e-05 -2.793875e-05  7.298570e-05 -1.964967e-01  5.705407e-03  1.108951e-05  5.470079e-05  9.711027e-06 -1.171947e-04  1.596680e-06 -3.342277e-05
  1.413340e-05  3.709201e-06 -2.939996e-05 -2.711650e-06  7.187003e-05 -1.681727e-04  3.954166e-01  1.924620e-03 -4.665603e-01  6.915566e-01  4.001073e-06  1.728464e-05 -1.026610e-06  5.973037e-06 -3.318740e-05  7.093383e-05  7.645136e-05 -1.866082e-04 -6.823505e-02  4.097756e-03 -7.597608e-02 -3.704853e-01 -1.151942e-05 -3.070537e-05
  3.467278e-05 -1.010786e-05  2.019205e-05  1.217394e-05 -1.206344e-04 -7.954348e-06  1.924622e-03  3.055319e-01 -7.804497e-01 -3.441271e-01  1.463962e-05  5.181992e-05 -2.385586e-05  1.169065e-05  1.265028e-05 -5.914329e-05 -3.161660e-05  3.830125e-05  4.097755e-03 -2.600717e-01  8.005260e-02  3.241150e-01 -2.225992e-05 -2.278917e-05
  3.875324e-06  2.045844e-01 -3.412894e-07  1.792270e-05  6.578528e-05 -6.687060e-05  1.115700e-05  4.656648e-05  8.015893e-05  2.356938e-06 -2.786235e-06  7.470968e-01  9.260352e-06  6.151476e-01  8.093653e-06  2.400331e-06 -8.559333e-07  1.389514e-05 -3.342308e-05 -3.219024e-05  3.559136e-06 -2.029386e-05 -3.211511e-05 -1.468995e-01
  6.187140e-01  3.687474e-06 -2.009862e-06 -2.075737e-06  4.320951e-06  3.985065e-06 -9.438358e-07 -8.505336e-06  2.273152e-05  2.429621e-06 -4.614521e-01  4.907561e-06 -6.357600e-01  3.600433e-06 -7.261892e-06 -6.100862e-06  3.300549e-07 -3.061798e-06  1.215790e-05  2.524837e-05 -1.762817e-05 -2.868241e-06 -7.735803e-03  3.186000e-05
  1.937390e-05  3.115905e-05  1.940303e-06 -2.138956e-05 -2.190506e-05 -8.359622e-05  4.665609e-01  7.804494e-01  3.542496e-01  5.049668e-04  2.646364e-05 -7.803440e-05 -5.651163e-06 -3.480393e-05 -1.294863e-06  2.451513e-05 -3.165305e-05 -2.087125e-05  7.597532e-02 -8.005274e-02  1.884600e-01  3.325032e-03 -1.127608e-05 -1.867491e-05
  1.946915e-06 -8.612837e-06 -2.645702e-05 -6.175356e-05 -9.894797e-05  1.334349e-04 -6.915561e-01  3.441278e-01  5.054344e-04  2.792964e-01  3.078500e-06 -6.157494e-06 -7.383607e-06 -5.972934e-06  4.303482e-05  1.114777e-04  6.947175e-05 -1.728204e-04  3.704855e-01 -3.241150e-01  3.324959e-03 -2.880973e-01 -2.157046e-06  1.948029e-05
