# Angular frequency =   8.00000000e+12 
  3.499310e-09  1.442115e-01  4.795356e-12  2.668391e-11  1.874484e-09  3.809566e-09  8.557864e-01  5.940192e-10  5.581404e-09  2.741431e-10
  5.947519e-01  3.499311e-09  5.158998e-10  1.068976e-09  3.453433e-09  6.933558e-09  5.874315e-10  4.052452e-01  1.460493e-08  6.983198e-11
  5.159015e-10  4.795351e-12  9.999877e-01  4.699407e-06  2.393586e-08  2.049610e-08  7.880991e-12  1.402086e-10  2.901941e-11  2.052331e-08
  1.068977e-09  2.668388e-11  4.699407e-06  9.999878e-01  5.940012e-09  3.190929e-09  4.796761e-11  1.564220e-09  1.339625e-09  7.705303e-09
  3.453434e-09  1.874486e-09  2.393588e-08  5.940014e-09  1.487617e-01  2.173497e-05  4.675636e-10  4.873416e-09  4.015975e-01  4.496150e-01
  6.933557e-09  3.809569e-09  2.049612e-08  3.190930e-09  2.173497e-05  1.487605e-01  2.520991e-10  3.592944e-09  4.496055e-01  4.016082e-01
  4.052452e-01  5.940195e-10  1.402061e-10  1.564201e-09  4.873415e-09  3.592943e-09  1.993796e-09  5.947520e-01  5.586041e-09  1.674762e-09
  5.874313e-10  8.557864e-01  7.880990e-12  4.796762e-11  4.675626e-10  2.520988e-10  1.442114e-01  1.993796e-09  5.929064e-09  1.152055e-10
  6.983286e-11  2.741418e-10  2.052333e-08  7.705301e-09  4.496149e-01  4.016083e-01  1.152050e-10  1.674759e-09  1.435757e-03  1.473438e-01
  1.460493e-08  5.581406e-09  2.901870e-11  1.339628e-09  4.015976e-01  4.496054e-01  5.929065e-09  5.586043e-09  1.473502e-01  1.435757e-03
